Sensor 0,Sensor 1,Sensor 2,Sensor 3,Time
25,0,0,-1,0.035804033
6,0,-1,-1,0.035804033
7,0,-1,-1,0.008482695
6,0,0,-1,0.008482695
10,0,-1,-1,0.008482695
22,0,-1,-1,0.01827383
41,0,-1,-1,0.01827383
66,0,-1,-1,0.01827383
91,0,0,-1,0.01827383
117,0,-1,-1,0.01827383
142,1,0,-2,0.01827383
167,0,0,-1,0.028271675
191,0,-1,-1,0.028271675
213,0,0,0,0.028271675
232,1,-1,-1,0.028271675
248,0,-1,-1,0.028271675
260,0,0,-1,0.028271675
266,0,-1,-1,0.028271675
264,0,0,-1,0.038272142
253,0,0,-1,0.038272142
227,1,0,0,0.038272142
178,0,0,-1,0.038272142
112,0,0,-1,0.038272142
54,1,-1,-1,0.038272142
21,0,-1,-1,0.038272142
6,0,0,-1,0.048271894
6,1,0,0,0.048271894
6,1,-1,-1,0.006278992
6,0,-1,-1,0.006278992
8,1,-1,0,0.006278992
13,0,-1,-1,0.016096115
21,0,0,-1,0.016096115
30,1,0,-1,0.016096115
44,0,-1,-1,0.016096115
58,1,0,-1,0.026082039
72,0,-1,-1,0.026082039
86,0,-1,-1,0.026082039
96,1,-1,-1,0.026082039
105,0,0,-1,0.026082039
110,0,0,-1,0.036076546
111,0,-1,-1,0.036076546
107,0,0,-1,0.036076546
96,0,0,-1,0.036076546
73,0,0,-1,0.036076546
45,0,0,-1,0.036076546
15,0,-1,-1,0.046076298
6,0,0,-1,0.046076298
6,0,0,-1,0.004153728
6,0,-1,-1,0.004153728
8,1,-1,-1,0.004153728
19,0,-1,-1,0.01418519
38,1,-1,-1,0.01418519
69,1,0,0,0.01418519
102,1,0,-1,0.01418519
137,0,-1,-1,0.024144173
170,0,-1,-1,0.024144173
200,0,0,-1,0.024144173
226,0,0,-1,0.024144173
249,1,-1,-1,0.024144173
268,0,0,-1,0.024144173
281,1,-1,-1,0.034142971
286,0,0,-1,0.034142971
285,0,0,-1,0.034142971
274,1,0,-1,0.034142971
247,0,-1,-1,0.034142971
201,0,0,-1,0.034142971
128,0,0,-1,0.034142971
68,0,-1,-1,0.0441432
26,0,0,-1,0.0441432
11,0,0,-1,0.0441432
8,0,0,-1,0.0441432
8,0,-1,-1,0.002594471
8,0,-1,-1,0.002594471
6,0,0,-1,0.002594471
14,0,0,-1,0.002594471
37,1,-1,0,0.012398958
63,0,-1,-1,0.012398958
92,0,-1,-1,0.012398958
123,0,0,-1,0.012398958
153,0,-1,-1,0.012398958
181,0,0,-1,0.012398958
205,1,0,0,0.012398958
222,0,0,-1,0.012398958
233,0,-1,-1,0.022373438
235,0,-1,-1,0.022373438
227,0,-1,-1,0.022373438
211,0,0,-1,0.022373438
186,0,-1,-1,0.022373438
157,0,-1,-1,0.022373438
114,0,0,-1,0.022373438
71,0,-1,-1,0.022373438
31,0,0,-1,0.032373667
10,0,-1,-1,0.032373667
6,0,0,-1,0.032373667
6,0,0,-1,0.00664711
6,1,0,-1,0.00664711
9,0,-1,-1,0.00664711
16,0,-1,-1,0.016469717
28,0,-1,-1,0.016469717
47,0,-1,-1,0.016469717
70,0,-1,-1,0.016469717
95,0,0,-1,0.016469717
119,0,0,-1,0.026469469
142,0,-1,-1,0.026469469
161,0,-1,0,0.026469469
175,1,0,-1,0.026469469
184,0,0,0,0.026469469
188,0,0,-1,0.026469469
184,1,-1,-1,0.03646636
167,1,0,0,0.03646636
134,0,0,-1,0.03646636
87,0,0,-1,0.03646636
38,0,-1,-1,0.03646636
9,0,0,-1,0.03646636
7,0,0,-1,0.046466112
6,0,-1,0,7.15E-07
6,0,-1,-1,7.15E-07
8,0,-1,0,7.15E-07
21,0,0,-1,7.15E-07
43,0,-1,-1,0.009805679
69,0,-1,-1,0.009805679
100,1,0,0,0.009805679
130,0,0,-1,0.009805679
159,0,-1,-1,0.009805679
186,0,-1,-1,0.019800901
211,0,-1,-1,0.019800901
232,0,-1,-1,0.019800901
249,0,0,-1,0.019800901
260,0,0,-1,0.019800901
265,0,-1,-1,0.019800901
262,1,-1,-1,0.019800901
247,0,0,0,0.029805899
215,1,0,-1,0.029805899
159,0,-1,-1,0.032757282
93,0,0,0,0.033779383
51,0,-1,-1,0.035777092
14,0,-1,-1,0.037771702
6,0,-1,-1,0.038769007
6,0,0,-1,0.040763617
6,0,-1,-1,0.001314878
6,0,0,-1,0.001314878
7,0,0,-1,0.001314878
8,0,-1,-1,0.001314878
9,1,-1,0,0.011347294
10,0,-1,-1,0.011347294
12,1,0,0,0.011347294
14,0,0,-1,0.011347294
14,0,-1,-1,0.011347294
12,0,-1,-1,0.02134037
9,1,0,-1,0.02134037
7,0,-1,-1,0.02134037
6,0,-1,-1,0.02134037
6,0,0,-1,0.02134037
6,0,-1,-1,0.009970665
6,0,0,-1,0.009970665
7,0,-1,-1,0.009970665
9,0,-1,-1,0.019761801
12,0,-1,-1,0.019761801
18,0,0,-1,0.019761801
26,0,0,-1,0.019761801
37,0,-1,-1,0.019761801
47,0,0,-1,0.019761801
57,0,0,-1,0.029759407
66,0,-1,-1,0.029759407
74,0,-1,-1,0.029759407
79,0,0,-1,0.029759407
81,1,-1,0,0.029759407
79,0,0,-1,0.029759407
72,0,-1,0,0.039760113
61,0,0,-1,0.039760113
47,1,0,0,0.039760113
30,0,0,-1,0.039760113
14,0,0,-1,0.039760113
9,0,-1,-1,0.039760113
7,0,0,-1,0.039760113
6,0,0,-1,0.049759626
6,1,-1,-1,0.003258228
6,0,0,-1,0.003258228
9,0,0,0,0.003258228
16,0,0,-1,0.003258228
26,0,-1,-1,0.003258228
40,0,-1,0,0.003258228
57,0,0,-1,0.003258228
76,0,0,-1,0.003258228
92,0,0,-1,0.01325798
110,0,-1,-1,0.01325798
124,0,0,-1,0.01325798
135,0,-1,0,0.01325798
137,0,-1,0,0.01325798
131,0,0,-1,0.01325798
114,0,0,-1,0.023257732
89,1,-1,0,0.023257732
55,0,0,-1,0.023257732
23,0,-1,0,0.023257732
8,0,0,-1,0.023257732
7,0,-1,-1,0.023257732
6,0,-1,-1,0.008436203
6,0,0,0,0.008436203
8,0,-1,-1,0.008436203
14,1,-1,-1,0.008436203
24,0,-1,-1,0.008436203
37,0,-1,-1,0.018217087
54,0,0,-1,0.018217087
74,0,-1,0,0.018217087
97,1,-1,0,0.018217087
118,0,-1,-1,0.018217087
138,1,-1,0,0.018217087
155,0,-1,0,0.018217087
168,0,0,0,0.028216124
173,0,0,-1,0.028216124
171,0,-1,0,0.028216124
157,0,0,-1,0.028216124
131,0,-1,-1,0.028216124
102,0,-1,-1,0.028216124
72,0,-1,-1,0.028216124
47,1,0,-1,0.028216124
19,0,-1,-1,0.038216114
6,0,0,-1,0.038216114
3,6,-1,-1,0.004964828
4,10,0,-1,0.004964828
4,16,-1,0,0.004964828
4,25,-1,-1,0.004964828
4,40,-1,0,0.004964828
4,58,0,0,0.004964828
4,79,-1,0,0.014742374
4,98,-1,-1,0.014742374
4,117,0,-1,0.014742374
4,132,0,0,0.014742374
4,145,-1,-1,0.014742374
5,153,-1,0,0.024741411
4,158,0,-1,0.024741411
4,158,-1,0,0.024741411
4,153,0,0,0.024741411
4,141,-1,-1,0.024741411
4,121,0,-1,0.024741411
4,97,0,-1,0.024741411
4,71,-1,-1,0.034742594
4,34,-1,-1,0.034742594
4,9,0,0,0.034742594
0,6,0,3,0.001221418
0,12,-1,2,0.001221418
0,24,-1,2,0.001221418
0,40,-1,2,0.001221418
1,62,-1,3,0.001221418
0,90,0,2,0.001221418
0,123,-1,3,0.011199951
0,158,-1,2,0.011199951
0,194,-1,2,0.011199951
0,230,0,2,0.011199951
0,262,-1,2,0.011199951
0,290,-1,2,0.011199951
0,314,-1,2,0.011199951
0,335,0,2,0.011199951
0,351,-1,2,0.021222353
0,361,-1,3,0.021222353
1,365,-1,2,0.021222353
1,362,0,2,0.021222353
0,350,0,2,0.021222353
0,327,-1,2,0.021222353
0,293,-1,3,0.021222353
1,246,0,2,0.021222353
0,190,-1,2,0.031225681
0,143,-1,2,0.031225681
0,107,0,3,0.031225681
0,73,-1,2,0.031225681
0,32,-1,2,0.031225681
0,14,-1,2,0.031225681
-1,6,0,0,0.000217915
-1,17,0,-1,0.000217915
-1,42,-1,0,0.000217915
-1,75,0,-1,0.010027885
-1,113,-1,0,0.010027885
-1,151,0,0,0.010027885
-1,187,-1,-1,0.010027885
-1,220,-1,-1,0.010027885
-1,253,0,-1,0.010027885
-1,283,-1,-1,0.0200243
-1,309,-1,-1,0.0200243
-1,331,0,-1,0.0200243
-1,346,-1,0,0.0200243
-1,355,-1,-1,0.0200243
-1,355,0,-1,0.0200243
-1,347,0,-1,0.029995203
-1,326,0,-1,0.029995203
-1,288,-1,-1,0.029995203
0,225,-1,-1,0.029995203
-1,133,0,0,0.029995203
-1,66,0,-1,0.029995203
-1,29,-1,-1,0.040024757
-1,7,0,-1,0.040024757
-1,6,-1,0,0.006698847
0,14,-1,-1,0.006698847
0,28,-1,-1,0.006698847
-1,43,-1,-1,0.006698847
-1,62,0,-1,0.006698847
-1,83,0,-1,0.006698847
-1,108,-1,-1,0.006698847
-1,133,-1,0,0.016674519
-1,158,-1,-1,0.016674519
-1,181,-1,0,0.016674519
-1,201,-1,-1,0.016674519
0,218,-1,-1,0.016674519
-1,228,0,0,0.016674519
-1,232,-1,-1,0.026676178
0,227,-1,-1,0.026676178
-1,211,-1,-1,0.026676178
0,183,-1,-1,0.026676178
-1,138,-1,-1,0.026676178
0,95,0,-1,0.026676178
-1,58,-1,0,0.026676178
-1,32,0,0,0.036675215
-1,10,-1,0,0.036675215
-1,6,-1,0,0.036675215
-1,6,-1,-1,0.006576777
0,12,-1,0,0.006576777
-1,23,0,-1,0.006576777
-1,37,-1,0,0.01654458
0,55,0,0,0.01654458
-1,74,-1,0,0.01654458
-1,94,-1,-1,0.01654458
-1,115,-1,0,0.01654458
-1,135,-1,0,0.01654458
0,153,0,-1,0.026542187
-1,169,0,0,0.026542187
-1,181,-1,-1,0.026542187
-1,189,-1,0,0.026542187
0,192,-1,0,0.026542187
-1,189,0,-1,0.036542177
-1,180,-1,-1,0.036542177
-1,164,-1,0,0.036542177
-1,141,0,0,0.036542177
-1,111,-1,-1,0.036542177
-1,68,-1,0,0.036542177
-1,39,0,-1,0.036542177
-1,10,0,0,0.046541691
-1,6,-1,-1,0.000185013
-1,7,-1,-1,0.000185013
-1,10,0,-1,0.000185013
-1,12,-1,0,0.009976625
-1,14,-1,-1,0.009976625
-1,16,-1,0,0.009976625
-1,17,-1,-1,0.009976625
-1,18,-1,-1,0.019974232
-1,18,0,-1,0.019974232
-1,16,0,0,0.019974232
-1,15,-1,0,0.019974232
-1,12,-1,-1,0.019974232
0,9,0,-1,0.019974232
-1,7,-1,0,0.029974461
-1,6,0,0,0.029974461
0,6,0,-1,0.00137949
-1,6,-1,-1,0.00137949
-1,22,-1,0,0.00137949
-1,62,-1,0,0.00137949
-1,108,0,-1,0.00137949
-1,149,-1,0,0.011221886
-1,187,0,-1,0.011221886
0,222,-1,0,0.011221886
-1,256,0,-1,0.011221886
-1,288,0,-1,0.011221886
-1,316,0,0,0.021222353
0,342,-1,-1,0.021222353
-1,366,0,0,0.021222353
-1,386,-1,-1,0.021222353
-1,402,-1,0,0.021222353
0,415,0,0,0.021222353
0,422,0,-1,0.021222353
-1,422,0,-1,0.031221867
-1,416,-1,-1,0.031221867
-1,401,-1,-1,0.031221867
0,376,-1,0,0.031221867
-1,337,0,-1,0.031221867
0,278,0,0,0.031221867
-1,207,-1,0,0.04122138
0,150,-1,-1,0.04122138
-1,99,-1,0,0.04122138
-1,33,-1,-1,0.04122138
-1,6,-1,0,0.009806633
0,13,0,-1,0.009806633
-1,28,0,0,0.009806633
0,52,0,-1,0.009806633
-1,84,-1,-1,0.009806633
-1,121,-1,-1,0.009806633
0,157,0,0,0.01978302
-1,193,0,0,0.01978302
-1,224,0,-1,0.01978302
-1,254,-1,-1,0.01978302
-1,283,-1,0,0.01978302
-1,308,-1,-1,0.01978302
-1,328,-1,-1,0.029783487
-1,343,-1,0,0.029783487
-1,350,-1,-1,0.029783487
-1,349,0,-1,0.029783487
0,338,0,0,0.029783487
-1,314,-1,-1,0.029783487
-1,274,-1,-1,0.039783478
0,212,0,0,0.039783478
0,136,0,0,0.039783478
-1,65,-1,-1,0.039783478
-1,23,-1,-1,0.039783478
0,6,-1,0,0.000191212
-1,11,-1,-1,0.000191212
-1,26,0,-1,0.000191212
-1,48,0,-1,0.009995461
-1,76,-1,-1,0.009995461
0,105,0,-1,0.009995461
-1,135,0,-1,0.009995461
-1,162,-1,-1,0.009995461
-1,186,-1,0,0.009995461
-1,208,-1,0,0.009995461
0,225,-1,-1,0.01995945
0,239,0,-1,0.01995945
-1,249,0,0,0.01995945
0,256,-1,0,0.01995945
0,259,-1,0,0.01995945
-1,260,-1,-1,0.01995945
-1,255,-1,0,0.029994249
-1,243,-1,0,0.029994249
-1,222,-1,0,0.029994249
-1,191,-1,0,0.029994249
0,153,0,0,0.029994249
-1,108,0,0,0.029994249
-1,56,-1,0,0.039990902
-1,11,-1,-1,0.039990902
-1,6,-1,-1,0.008890152
0,20,0,-1,0.008890152
-1,45,-1,-1,0.008890152
0,71,-1,-1,0.008890152
-1,99,0,-1,0.018679857
-1,127,-1,0,0.018679857
-1,160,-1,0,0.018679857
-1,194,0,-1,0.018679857
-1,231,0,-1,0.018679857
-1,268,0,0,0.028665304
-1,304,-1,0,0.028665304
0,336,0,-1,0.028665304
-1,360,0,0,0.028665304
-1,379,-1,0,0.028665304
-1,391,-1,-1,0.028665304
0,395,-1,0,0.028665304
-1,390,-1,-1,0.038665771
-1,377,-1,0,0.038665771
-1,353,0,0,0.038665771
-1,317,-1,-1,0.038665771
-1,264,-1,0,0.038665771
0,195,0,-1,0.038665771
-1,111,-1,-1,0.048664808
-1,47,0,-1,0.048664808
-1,6,-1,0,0.048664808
-1,6,-1,-1,0.006198168
0,19,0,-1,0.006198168
-1,49,-1,0,0.006198168
-1,88,-1,-1,0.01601696
-1,131,-1,-1,0.01601696
-1,177,0,-1,0.01601696
-1,224,-1,-1,0.01601696
0,267,-1,0,0.01601696
0,302,-1,-1,0.01601696
-1,332,0,-1,0.026004314
-1,353,-1,1,0.026004314
0,362,0,-1,0.026004314
-1,358,0,0,0.026004314
0,339,0,-1,0.026004314
-1,301,0,1,0.026004314
-1,238,0,0,0.026004314
0,153,-1,-1,0.035984993
-1,72,-1,-1,0.035984993
-1,30,0,0,0.035984993
0,7,-1,-1,0.035984993
-1,6,0,-1,0.009775162
-1,10,-1,0,0.009775162
-1,19,0,0,0.009775162
0,34,0,0,0.009775162
-1,56,-1,1,0.009775162
0,81,0,0,0.009775162
-1,106,-1,0,0.009775162
-1,132,-1,-1,0.019776821
-1,157,0,-1,0.019776821
-1,178,0,0,0.019776821
-1,194,-1,-1,0.019776821
-1,202,-1,0,0.019776821
-1,206,-1,0,0.019776821
0,205,-1,0,0.019776821
-1,200,-1,0,0.019776821
0,188,-1,0,0.029776096
-1,168,-1,0,0.029776096
-1,135,-1,-1,0.029776096
-1,91,0,-1,0.029776096
-1,40,-1,0,0.029776096
-1,8,-1,-1,0.029776096
-1,6,-1,0,0.007468462
-1,19,0,0,0.007468462
-1,46,-1,0,0.007468462
-1,83,0,0,0.017285585
-1,125,-1,0,0.017285585
-1,173,-1,-1,0.017285585
0,223,-1,0,0.017285585
-1,270,-1,0,0.017285585
-1,312,0,-1,0.017285585
-1,348,-1,0,0.027285337
0,379,-1,0,0.027285337
-1,403,0,0,0.027285337
-1,422,-1,0,0.027285337
-1,435,-1,0,0.027285337
-1,440,-1,0,0.027285337
-1,440,0,-1,0.027285337
-1,431,0,0,0.037283421
-1,412,-1,0,0.037283421
-1,382,0,0,0.037283421
-1,335,-1,-1,0.037283421
-1,276,-1,-1,0.037283421
-1,191,-1,-1,0.037283421
-1,80,0,0,0.047285318
-1,9,-1,0,0.047285318
-1,6,-1,-1,0.001079082
-1,18,0,0,0.002076387
-1,43,-1,0,0.004071712
-1,74,-1,0,0.005069733
-1,111,0,-1,0.006066561
-1,151,-1,0,0.008064747
-1,189,0,-1,0.009088039
-1,223,-1,-1,0.010055304
-1,255,-1,0,0.012050152
-1,282,-1,-1,0.013047218
-1,305,0,-1,0.014069319
-1,322,-1,0,0.016069651
-1,334,0,0,0.017067671
0,340,0,-1,0.0180583
0,339,0,-1,0.021026134
0,331,0,0,0.022022963
0,310,0,0,0.023020267
-1,270,0,0,0.024042368
-1,202,-1,0,0.026042461
-1,121,0,0,0.02711606
-1,56,-1,0,0.02711606
0,7,-1,0,0.02711606
-1,6,-1,0,0.000220299
0,17,-1,0,0.000220299
-1,32,-1,-1,0.000220299
0,50,-1,0,0.010030508
-1,70,0,0,0.010030508
-1,90,-1,-1,0.010030508
-1,108,-1,0,0.010030508
-1,124,0,-1,0.020027399
-1,137,-1,0,0.020027399
-1,145,0,0,0.020027399
0,146,-1,0,0.020027399
-1,140,0,0,0.020027399
-1,126,-1,0,0.020027399
0,102,0,0,0.030025959
-1,70,-1,0,0.030025959
-1,36,-1,-1,0.030025959
-1,6,-1,-1,0.009176731
-1,18,-1,0,0.009176731
-1,45,0,0,0.009176731
-1,87,-1,0,0.009176731
-1,135,-1,0,0.01895237
-1,186,0,0,0.01895237
-1,232,-1,0,0.01895237
0,273,-1,0,0.01895237
0,310,0,0,0.01895237
-1,340,-1,0,0.01895237
-1,364,-1,0,0.028952599
0,381,0,0,0.028952599
-1,391,-1,-1,0.028952599
-1,394,0,0,0.028952599
-1,388,0,0,0.028952599
-1,369,0,-1,0.028952599
0,338,0,0,0.038952827
0,292,-1,0,0.038952827
-1,220,0,-1,0.038952827
-1,137,-1,0,0.038952827
-1,65,-1,-1,0.038952827
0,14,-1,0,0.038952827
-1,6,-1,0,0.006231308
-1,6,-1,-1,0.006231308
-1,17,0,0,0.006231308
-1,38,0,0,0.016027212
-1,65,0,1,0.016027212
-1,92,-1,0,0.016027212
0,120,0,0,0.016027212
-1,149,-1,0,0.016027212
-1,177,0,0,0.016027212
-1,203,0,0,0.02603364
-1,224,0,-1,0.02603364
-1,239,0,0,0.02603364
-1,244,-1,0,0.02603364
-1,237,-1,-1,0.02603364
-1,217,0,0,0.02603364
-1,182,-1,0,0.03603363
-1,135,-1,0,0.03603363
0,85,0,0,0.03603363
-1,42,-1,0,0.03603363
-1,7,-1,1,0.03603363
-1,6,0,0,0.003218412
-1,8,0,0,0.003218412
-1,13,-1,-1,0.003218412
0,23,-1,0,0.003218412
-1,37,-1,-1,0.003218412
-1,60,0,0,0.013013363
0,88,-1,0,0.013013363
-1,122,0,0,0.013013363
-1,156,-1,0,0.013013363
0,189,0,0,0.013013363
0,218,-1,-1,0.013013363
-1,242,-1,0,0.013013363
0,259,0,0,0.013013363
0,266,0,0,0.023013115
0,264,-1,0,0.023013115
-1,249,-1,-1,0.023013115
-1,219,0,0,0.023013115
-1,173,0,0,0.023013115
0,118,0,0,0.023013115
-1,65,0,-1,0.023013115
-1,20,-1,0,0.023013115
-1,6,-1,0,0.008059025
0,15,-1,0,0.008059025
-1,31,0,0,0.008059025
-1,50,-1,0,0.008059025
-1,74,0,0,0.017832279
0,99,-1,0,0.017832279
-1,127,-1,0,0.017832279
-1,154,-1,0,0.017832279
-1,181,-1,-1,0.017832279
-1,208,-1,0,0.017832279
-1,233,-1,-1,0.017832279
-1,250,-1,0,0.027830362
-1,257,-1,0,0.027830362
-1,252,-1,1,0.027830362
-1,227,-1,0,0.027830362
-1,193,-1,-1,0.027830362
0,145,0,-1,0.027830362
-1,104,-1,0,0.027830362
-1,60,-1,0,0.037830591
0,18,-1,0,0.037830591
-1,6,-1,-1,0.009769201
0,21,-1,-1,0.009769201
-1,49,-1,0,0.009769201
-1,90,0,0,0.009769201
-1,132,-1,0,0.009769201
-1,176,-1,0,0.009769201
-1,217,0,0,0.009769201
-1,253,-1,0,0.01976943
-1,285,0,0,0.01976943
-1,312,0,0,0.01976943
-1,330,0,0,0.01976943
0,339,-1,-1,0.01976943
0,339,-1,0,0.01976943
-1,327,-1,0,0.029769421
-1,302,-1,0,0.029769421
-1,262,-1,0,0.029769421
-1,203,-1,0,0.029769421
-1,135,-1,0,0.029769421
-1,62,-1,0,0.029769421
-1,20,0,0,0.039769411
-1,7,-1,0,0.039769411
-1,6,-1,0,0.009776831
0,17,0,0,0.009776831
-1,35,-1,0,0.009776831
0,55,0,0,0.019787788
-1,80,-1,0,0.019787788
-1,107,-1,-1,0.019787788
-1,135,-1,0,0.019787788
-1,162,-1,0,0.019787788
0,187,-1,0,0.019787788
-1,208,0,-1,0.029773712
-1,224,-1,0,0.029773712
-1,231,-1,0,0.029773712
-1,235,0,1,0.029773712
-1,234,-1,-1,0.029773712
-1,226,-1,0,0.029773712
-1,205,0,0,0.029773712
-1,161,-1,0,0.039774895
-1,92,0,0,0.039774895
-1,38,0,1,0.039774895
-1,13,-1,0,0.039774895
-1,6,-1,0,0.039774895
-1,6,-1,0,0.003919125
-1,15,-1,0,0.003919125
-1,34,-1,0,0.003919125
0,57,-1,0,0.003919125
-1,86,0,0,0.003919125
0,115,0,-1,0.003919125
-1,147,-1,0,0.003919125
-1,176,-1,0,0.013918877
-1,202,-1,0,0.013918877
0,226,0,0,0.013918877
-1,244,-1,0,0.013918877
-1,256,0,0,0.013918877
-1,259,-1,0,0.013918877
-1,251,-1,-1,0.013918877
-1,229,-1,-1,0.013918877
-1,195,0,0,0.023949623
-1,148,-1,0,0.023949623
-1,97,0,1,0.023949623
-1,51,0,0,0.023949623
-1,15,-1,0,0.023949623
0,10,-1,0,0.009987593
-1,28,-1,-1,0.009987593
-1,81,-1,0,0.009987593
-1,139,-1,0,0.019780636
-1,193,-1,-1,0.019780636
-1,234,0,0,0.019780636
0,270,-1,0,0.019780636
-1,306,-1,0,0.02980113
-1,342,0,-1,0.02980113
0,375,0,0,0.02980113
-1,405,0,0,0.02980113
-1,429,0,0,0.02980113
-1,448,0,0,0.02980113
-1,457,-1,0,0.039778233
0,461,-1,0,0.039778233
0,458,0,0,0.039778233
0,446,-1,0,0.039778233
-1,424,-1,0,0.039778233
-1,384,0,0,0.039778233
-1,325,-1,0,0.049777508
0,222,-1,0,0.049777508
-1,56,0,-1,0.049777508
-1,6,0,0,0.002342701
0,8,0,0,0.002342701
-1,13,0,0,0.002342701
-1,25,-1,-1,0.012129068
-1,48,-1,0,0.012129068
-1,78,-1,0,0.012129068
0,109,-1,0,0.012129068
0,142,0,0,0.012129068
0,175,0,0,0.012129068
0,206,0,0,0.022129536
-1,235,-1,0,0.022129536
0,257,0,0,0.022129536
-1,269,-1,0,0.022129536
-1,270,-1,0,0.022129536
-1,256,-1,0,0.022129536
-1,224,-1,0,0.022129536
-1,167,0,-1,0.032129765
-1,88,0,0,0.032129765
0,33,0,1,0.032129765
0,7,-1,0,0.032129765
0,6,-1,0,0.001111507
-1,13,0,0,0.001111507
0,27,-1,0,0.001111507
0,47,-1,0,0.001111507
-1,68,-1,0,0.001111507
-1,88,-1,0,0.001111507
-1,103,0,-1,0.001111507
0,112,-1,-1,0.011146307
-1,116,-1,-1,0.011146307
0,114,-1,0,0.011146307
0,104,0,0,0.011146307
-1,85,0,-1,0.011146307
-1,54,-1,0,0.011146307
-1,24,-1,0,0.011146307
0,6,-1,0,0.021142721
-1,6,-1,0,0.000193596
-1,10,-1,0,0.000193596
-1,16,-1,0,0.000193596
-1,25,0,-1,0.010011196
-1,39,-1,0,0.010011196
0,52,-1,0,0.010011196
0,63,-1,0,0.010011196
-1,72,0,0,0.010011196
-1,77,-1,0,0.010011196
-1,76,-1,-1,0.010011196
-1,69,-1,0,0.020004988
0,56,-1,0,0.020004988
-1,38,-1,0,0.020004988
-1,14,-1,0,0.020004988
0,6,-1,0,0.009847164
-1,11,-1,0,0.009847164
-1,21,-1,0,0.009847164
-1,39,-1,0,0.009847164
0,66,0,0,0.009847164
-1,98,-1,0,0.009847164
-1,131,-1,0,0.009847164
-1,161,-1,0,0.019848585
-1,184,-1,0,0.019848585
-1,202,-1,0,0.019848585
0,215,0,0,0.019848585
-1,222,-1,0,0.019848585
-1,224,-1,0,0.019848585
-1,219,-1,0,0.029853106
0,204,0,0,0.029853106
-1,177,-1,0,0.029853106
-1,130,-1,0,0.029853106
-1,57,-1,-1,0.029853106
0,18,0,0,0.029853106
-1,9,-1,0,0.029853106
-1,6,-1,0,0.000181198
-1,15,0,0,0.000181198
-1,32,-1,0,0.000181198
-1,59,0,0,0.01002574
-1,90,-1,0,0.01002574
-1,119,0,-1,0.01002574
-1,146,-1,0,0.01002574
-1,167,-1,0,0.01002574
0,183,-1,0,0.020023108
0,192,-1,-1,0.020023108
-1,193,-1,0,0.020023108
-1,181,-1,0,0.020023108
-1,154,-1,0,0.020023108
0,106,-1,0,0.020023108
-1,59,-1,0,0.030025244
-1,30,-1,0,0.030025244
0,7,-1,-1,0.030025244
-1,6,-1,0,0.003357172
-1,16,-1,0,0.003357172
0,37,-1,0,0.003357172
-1,67,-1,0,0.003357172
0,104,0,0,0.013358116
-1,142,0,0,0.013358116
-1,177,-1,0,0.013358116
-1,206,-1,0,0.013358116
-1,231,-1,0,0.013358116
-1,249,-1,0,0.023381472
-1,258,0,0,0.023381472
-1,258,-1,0,0.023381472
-1,245,-1,0,0.023381472
-1,213,-1,-1,0.023381472
-1,165,-1,0,0.033356905
-1,110,-1,0,0.033356905
-1,59,-1,0,0.033356905
-1,28,0,-1,0.033356905
-1,6,-1,0,0.033356905
0,6,-1,0,0.000180721
-1,12,-1,0,0.000180721
-1,22,-1,0,0.000180721
-1,38,-1,0,0.010007381
-1,58,-1,0,0.010007381
-1,81,0,0,0.010007381
-1,105,-1,0,0.010007381
0,128,0,0,0.010007381
-1,148,-1,0,0.010007381
-1,162,-1,0,0.020002127
-1,168,-1,0,0.020002127
0,165,0,0,0.020002127
0,151,-1,0,0.020002127
0,121,-1,0,0.020002127
-1,88,-1,0,0.020002127
0,61,-1,0,0.020002127
0,29,0,-1,0.029997826
-1,15,-1,0,0.029997826
-1,6,0,-1,0.001546621
-1,16,-1,-1,0.001546621
0,34,-1,0,0.001546621
-1,61,-1,-1,0.011452913
0,92,-1,1,0.011452913
-1,124,0,0,0.011452913
-1,157,-1,0,0.011452913
-1,186,-1,0,0.011452913
0,214,0,-1,0.02145052
0,239,0,0,0.02145052
-1,260,0,1,0.02145052
-1,275,-1,-1,0.02145052
0,286,-1,0,0.02145052
-1,293,0,0,0.02145052
0,295,-1,-1,0.02145052
0,292,-1,0,0.031450987
0,282,0,0,0.031450987
-1,264,-1,0,0.031450987
-1,237,-1,0,0.031450987
-1,191,-1,0,0.031450987
-1,138,0,0,0.031450987
-1,73,-1,0,0.031450987
-1,14,-1,0,0.041450977
-1,6,0,0,0.000105143
-1,11,-1,0,0.000105143
-1,20,-1,0,0.000105143
-1,36,0,0,0.010007143
-1,57,0,0,0.010007143
-1,82,-1,0,0.010007143
0,107,-1,0,0.010007143
0,133,-1,0,0.010007143
-1,157,-1,0,0.010007143
-1,182,-1,0,0.020004034
0,203,-1,-1,0.020004034
-1,224,0,0,0.020004034
-1,240,-1,0,0.020004034
-1,251,-1,0,0.020004034
-1,254,-1,0,0.020004034
-1,251,-1,0,0.020004034
-1,245,-1,0,0.030008316
-1,228,-1,0,0.030008316
-1,200,-1,0,0.030008316
-1,159,-1,0,0.030008316
-1,97,-1,-1,0.030008316
-1,34,-1,0,0.030008316
-1,6,-1,0,0.040004015
-1,6,-1,1,0.008676291
-1,12,-1,0,0.008676291
-1,26,-1,-1,0.008676291
-1,53,-1,0,0.018458843
-1,88,-1,-1,0.018458843
-1,127,-1,0,0.018458843
